No.;NIT;RAZON SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;"INGRESOS OPERACIONALES
2018*";GANANCIA (PERDIDA) 2018;TOTAL ACTIVOS 2018;TOTAL PASIVOS 2018;TOTAL PATRIMONIO 2018;"INGRESOS OPERACIONALES
2017*";GANANCIA (PERDIDA) 2017;TOTAL ACTIVOS 2017;TOTAL PASIVOS 2017;TOTAL PATRIMONIO 2017;GRUPO EN NIIF
1;860003563;ABB LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2711 - Fabricación de motores, generadores y transformadores eléctricos;MANUFACTURA;3571775290;-58725480;2956848280;2476739360;480108920;4005048860;-87529000;2875459550;$ 2341172480;534287070;NIIF PLENAS-GRUPO 1
2;900138670;C.I BIOCOSTA S.A;SUPERSOCIEDADES;Costa Atlántica;MAGDALENA;SANTA-MARTA-MAGDALENA;G4610 - Comercio al por mayor a cambio de una retribución o por contrata;COMERCIO;6018901940;35049440;1207011140;1031423810;175587330;4994552450;10837770;1020831970;$ 894986480;125845490;NIIF PLENAS-GRUPO 1
3;890302629;CONSTRUCTORA MELENDEZ S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;1739284020;17351050;3030766680;2163543620;867223060;1039942430;-38772470;2615650250;$ 1748991200;866659050;NIIF PLENAS-GRUPO 1
4;811004055;EMDISALUD;SUPERSALUD;Costa Atlántica;CORDOBA;MONTERIA;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;40338871012;-30165816569;9908133414;49508606428;-39600473014;36965284636;-10862269242;9807866502;$ 19246633716;-9438767214;NIIF PYMES-GRUPO 2
5;890503314;CERAMICA ITALIA SA;SUPERSOCIEDADES;Centro - Oriente;NORTE DE SANTANDER;CUCUTA-NORTE DE SANTANDER;C2392 - Fabricación de materiales de arcilla para la construcción;MANUFACTURA;1419514010;4582130;1498588040;497131270;1001456770;1360935380;32504600;1509245600;$ 490200920;1019044680;NIIF PYMES-GRUPO 2
6;830024974;NATURA COSMETICOS LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;3095478260;209150040;1305191090;649628000;655563090;2756663020;71962150;1022643350;$ 576230300;446413050;NIIF PLENAS-GRUPO 1
7;860001963;PROTELA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1312 - Tejeduría de productos textiles;MANUFACTURA;1668109670;-5394050;3647096110;1506110870;2140985240;1515931110;-83851100;3633766970;$ 1488227100;2145539870;NIIF PLENAS-GRUPO 1
8;860002590;BRENNTAG COLOMBIA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;COMERCIO;4921344140;45845560;3743612630;2776571160;967041470;4519507100;33577840;2709724080;$ 1788522030;921202050;NIIF PLENAS-GRUPO 1
9;890700058;UNION DE ARROCEROS S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;C1051 - Elaboración de productos de molinería;MANUFACTURA;2177462620;30256560;1712223220;1180435530;531787690;2471574950;13067880;1638273320;$ 1148579840;489693480;NIIF PYMES-GRUPO 2
10;830021253;CROWN COLOMBIANA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;C2599 - Fabricación de otros productos elaborados de metal n.c.p.;MANUFACTURA;3282077540;300508500;2856940410;1537493940;1319446470;2732146040;225281310;2238047720;$ 1220078000;1017969720;NIIF PLENAS-GRUPO 1
11;860058070;CONSTRUCTORA COLPATRIA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;7786920450;203415040;20743602130;12987818550;7755783580;7125934400;660388910;19284933870;$ 11868402020;7416531850;NIIF PLENAS-GRUPO 1
12;900744408;EXITO INDUSTRIAS SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA;C1410 - Confección de prendas de vestir, excepto prendas de piel;MANUFACTURA;2522432800;148205930;2489713330;929194360;1560518970;3482870590;173138510;2936366610;$ 1490127830;1446238780;NIIF PLENAS-GRUPO 1
13;840000922;C.I. TOP S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4610 - Comercio al por mayor a cambio de una retribución o por contrata;COMERCIO;3216825140;5526950;297041390;258182820;38858570;3785068320;11740900;243737610;$ 208926210;34811400;NIIF PYMES-GRUPO 2
14;890110188;"""""""INDEPENDENCE DRILLING S.A.
""""
""";SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;MINERO-HIDROCARBUROS;4100618110;191872740;7065294920;4776841100;2288453820;3224368520;147307230;6069633250;$ 4316045060;1753588190;NIIF PLENAS-GRUPO 1
15;860505170;MEGALINEA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;SERVICIOS;1446623490;5013930;227432160;182109480;45322680;1416054970;1458340;231378960;$ 189425370;41953590;NIIF PLENAS-GRUPO 1
16;890900535;KELLOGG DE COLOMBIA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1089 - Elaboración de otros productos alimenticios n.c.p.;MANUFACTURA;1753496180;52055110;1300112160;542427670;757684490;1869579990;43015840;1375105280;$ 669475900;705629380;NIIF PLENAS-GRUPO 1
17;891903333;CARCAFE LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1061 - Trilla de café;MANUFACTURA;6596831540;-17863700;2369988050;1864301820;505686230;7584596270;15132520;2401050540;$ 1918434540;482616000;NIIF PLENAS-GRUPO 1
18;800141770;CI ACEPALMA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";COMERCIO;7855926750;80017980;3041172040;2561574850;479597190;8825980040;86518220;2829787110;$ 2333322790;496464320;NIIF PLENAS-GRUPO 1
19;830001637;SONDA DE COLOMBIA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;SERVICIOS;1486692050;-927980;2129955650;836724150;1293231500;1582038020;-14405510;2009421350;$ 951251550;1058169800;NIIF PLENAS-GRUPO 1
20;860051812;Halliburton Latin America S.R.L. Sucursal Colombia;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;MINERO-HIDROCARBUROS;7903362940;-35424700;7105971210;1571833340;5534137870;5692605420;-441496390;5022937780;$ 1023405150;3999532630;NIIF PLENAS-GRUPO 1
21;900777972;CI TRAFIGURA COAL COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;4259935230;-2358270;1335009710;1332383760;2625950;3231282290;532860;686288240;$ 681304020;4984220;NIIF PYMES-GRUPO 2
22;830009783;CRUZ BLANCA EPS S.A.;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;49075012081;-2812116864;14783210061;44153391962;-29370181901;51997483682;-28324706139;11791705374;$ 38349940311;-26558234937;NIIF PYMES-GRUPO 2
23;800015583;COLSOF S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;COMERCIO;1690356470;36833020;762903590;464925530;297978060;1348985250;22976240;841107540;$ 599440830;241666710;NIIF PYMES-GRUPO 2
24;860000006;TEAM FOODS COLOMBIA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1030 - Elaboración de aceites y grasas de origen vegetal y animal;MANUFACTURA;7050697290;329281410;6378871090;4173670230;2205200860;7755923040;315641150;6311523480;$ 4236940160;2074583320;NIIF PLENAS-GRUPO 1
25;900207065;IBEROMODA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;CHIA-CUNDINAMARCA;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;COMERCIO;1464431400;32116790;588405590;515287320;73118270;1442920620;61861590;724410630;$ 618887030;105523600;NIIF PLENAS-GRUPO 1
26;860020309;BECTON DICKINSON DE COLOMBIA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;COMERCIO;1529607470;51967990;1207395200;578709130;628686070;1411622580;39422620;1062281750;$ 468826610;593455140;NIIF PLENAS-GRUPO 1
27;890101176;MEICO SA;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;2910661520;35664890;1540443630;1252930100;287513530;2728601570;18941640;1394480880;$ 1136653610;257827270;NIIF PLENAS-GRUPO 1
28;860350234;BRINKS DE COLOMBIA SA;SUPERVIGILANCIA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8010 - Actividades de seguridad privada;SERVICIOS;28340399675;1446479985;16813870328;7946074401;8867795927;2558462830;180275160;1458449960;$ 542103700;916346260;NIIF PLENAS-GRUPO 1
29;860032550;ALFAGRES S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2392 - Fabricación de materiales de arcilla para la construcción;MANUFACTURA;3680327900;-387687110;4680418240;2223295350;2457122890;4255400370;-278593650;4988758090;$ 2143948090;2844810000;NIIF PLENAS-GRUPO 1
30;890900266;GRUPO ARGOS S.A.;SUPERFINANCIERA;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;K6613 - Otras actividades relacionadas con el mercado de valores;MANUFACTURA;14223720000;8116760000;1,79464E+11;19704680000;1,59759E+11;11961820000;4528410000;1,75236E+11;$ 19784070000;1,55451E+11;NIIF PLENAS-GRUPO 1
31;890333023;SIDERURGICA DEL OCCIDENTE SAS SIDOC SAS;SUPERSOCIEDADES;Costa Pacífica;VALLE;YUMBO-VALLE;C2410 - Industrias básicas de hierro y de acero;MANUFACTURA;4855472300;287315800;3149127800;2162042710;987085090;3766142630;126778690;3033229170;$ 2020713080;1012516090;NIIF PYMES-GRUPO 2
32;890107487;SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A;SUPERSOCIEDADES;Costa Atlantica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;61582071110;825946940;39924501010;26464436580;13460064430;58179940630;1229630970;38092637580;$ 24164816730;13927820850;NIIF PLENAS-GRUPO 1
33;860001022;Casa Editorial El Tiempo S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7310 - Publicidad;SERVICIOS;3398355330;-310622330;5455207710;2562088390;2893119320;3691228330;-64124560;5411056810;$ 2381848640;3029208170;NIIF PLENAS-GRUPO 1
34;830012053;URBANIZADORA MARIN VALENCIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;3757882230;110939010;10289406050;5583217710;4706188340;3292396150;402001330;10216028230;$ 5555848680;4660179550;NIIF PLENAS-GRUPO 1
35;900691280;NITRO ENERGY COLOMBIA SAS E.S.P;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;D3511 - Generación de energía eléctrica;SERVICIOS;1404437820;50288680;719505880;566323280;153182600;180815550;9668800;246655150;$ 135059400;111595750;NIIF PYMES-GRUPO 2
36;800206842;BAKER HUGHES DE COLOMBIA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;MINERO-HIDROCARBUROS;5158458800;135243490;3366724410;1177679190;2189045220;3869333340;150124290;2741693350;$ 838450260;1903243090;NIIF PLENAS-GRUPO 1
37;891300241;MANUELITA S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;PALMIRA-VALLE;C1071 - Elaboración y refinación de azúcar;MANUFACTURA;5812254070;258668820;12550922540;6301686090;6249236450;6593962470;283139840;11804178210;$ 5430386610;6373791600;NIIF PLENAS-GRUPO 1
38;892115006;CCF DE LA GUAJIRA;SUPERSALUD;Costa Atlántica;GUAJIRA;RIOHACHA;Q8699- Otras actividades de atencion de la salud humana;SERVICIOS;20129753483;-2726037223;2580313967;5910319315;-3330005348;17292394914;557190858;2881316203;$ 290425417;-22937967;NIIF PYMES-GRUPO 2
39;800200336;MAKRO COMPUTO SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática;COMERCIO;1959995970;-227177970;929018320;976784580;-47766260;2466330150;5365950;1146134670;$ 966715660;179419010;NIIF PLENAS-GRUPO 1
40;830050346;NESTLE PURINA PET CARE DE COLOMBIA  SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;2443900000;145170000;2427960000;1978230000;449730000;2612650000;154550000;2130460000;$ 1671360000;459100000;NIIF PLENAS-GRUPO 1
41;890900943;Colombiana de comercio S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;COMERCIO;57735180090;1908418840;31664541850;14568302760;17096239090;;1438890150;29508186540;$ 13028898090;16479288450;NIIF PLENAS-GRUPO 1
42;890100251;CEMENTOS ARGOS S.A;SUPERFINANCIERA;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;C2394 - Fabricación de cemento, cal y yeso;MANUFACTURA;19863390000;1785060000;1,37992E+11;53410700000;84581390000;17140440000;-108070000;1,33739E+11;$ 50366350000;83372480000;NIIF PLENAS-GRUPO 1
43;900851362;LABRANZA DE LA CEIBA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;SERVICIOS;1953260010;1749424350;2308932630;566370960;1742561670;0;-6867800;353895600;$ 360758280;-6862680;NIIF PYMES-GRUPO 2
44;860000580;MERCK S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;;3838962360;1190960340;2652462660;502814010;2149648650;2921711400;245744300;1417497380;$ 454919040;962578340;NIIF PLENAS-GRUPO 1
45;860032463;PERENCO COLOMBIA LIMITED;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;2607446410;154443110;4241990260;2825206920;1416783340;2115571810;-77428950;3967679710;$ 2821792660;1145887050;NIIF PLENAS-GRUPO 1
46;890900085;LOCERIA COLOMBIANA S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;CALDAS-ANTIOQUIA;C2393 - Fabricación de otros productos de cerámica y porcelana;MANUFACTURA;1446330250;81642840;1362243710;707092240;655151470;1309956800;14492940;1238698480;$ 656845840;581852640;NIIF PLENAS-GRUPO 1
47;900150942;AGROINDUSTRIAS DEL CAUCA SA;SUPERSOCIEDADES;Costa Pacífica;CAUCA;GUACHENE-CAUCA;C1071 - Elaboración y refinación de azúcar;MANUFACTURA;1488538400;92464510;3086749420;707780110;2378969310;1859870240;137271510;2752434860;$ 450103770;2302331090;NIIF PLENAS-GRUPO 1
48;890204814;MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;FLORIDABLANCA-SANTANDER;C1921 - Fabricación de productos de la refinación del petróleo;MANUFACTURA;1524904410;52479830;852975650;601928520;251047130;1242613110;13849600;857934550;$ 595433380;262501170;NIIF PLENAS-GRUPO 1
49;860054249;REPRESENTACIONES CONTINENTAL SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;2160909030;121002420;2443208240;1763453020;679755220;2123339040;134794690;2474215530;$ 1780668040;693547490;NIIF PLENAS-GRUPO 1
50;900681625;ENVASES DE TOCANCIPA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;C2229 - Fabricación de artículos de plástico n.c.p.;MANUFACTURA;1777890260;261989270;1489087630;566404130;922683500;1439840240;240639440;1210810950;$ 550116720;660694230;NIIF PLENAS-GRUPO 1
51;890400869;SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.;SUPERSERVICIOS;Costa Atlántica;BOLIVAR;CARTAGENA-BOLIVAR;"D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías";SERVICIOS;8350030660;575591970;10592958660;5628398280;4964560380;8177456760;465870890;10298167390;$ 5854265750;4443901640;NIIF PLENAS-GRUPO 1
52;890100703;"GRASAS Y ACEITES VEGETALES LIMITADA ""GRACETALES LIMITADA""";SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;C1030 - Elaboración de aceites y grasas de origen vegetal y animal;MANUFACTURA;2898688160;-347100660;1745463000;2151460460;-405997460;3471904500;-390850350;1847129860;$ 2105550480;-258420620;NIIF PLENAS-GRUPO 1
53;890300208;ARROCERA LA ESMERALDA SAS;SUPERSOCIEDADES;Costa Pacífica;VALLE;JAMUNDI-VALLE;C1051 - Elaboración de productos de molinería;MANUFACTURA;1423776240;6298410;1103127910;752252160;350875750;63113190;25916200;1110883050;$ 823205180;287677870;NIIF PYMES-GRUPO 2
54;890922447;CONSTRUCCIONES EL CONDOR S.A;SUPERFINANCIERA;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;9701854820;1151553650;23314300990;12878466710;10435834280;6343351240;1849087380;19921695400;$ 10706954280;9214741120;NIIF PLENAS-GRUPO 1
55;890917007;OPTIMA SAS VIVIENDA Y CONSTRUCCION;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;1892909060;58036370;3212955420;2591019990;621935430;383988450;18040540;2676091100;$ 2290429010;385662090;NIIF PLENAS-GRUPO 1
56;899999107;EPS'S CONVIDA;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;51586934753;-6650830499;13706908119;27545624128;-13838716009;47586095639;-3093812152;13432155996;$ 22620041506;-918788551;REGIMEN R 414 de 2014 - CGN
57;890304099;HOTELES ESTELAR S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;I5511 - Alojamiento en hoteles;SERVICIOS;2781492780;196547900;6425227350;2974307800;3450919550;2696423110;175922340;6126572240;$ 2882479980;3244092260;NIIF PLENAS-GRUPO 1
58;805028991;SURTIFAMILIAR S A;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;1554489250;19586910;386946180;259138200;127807980;1604733240;28303850;350003690;$ 235752210;114251480;NIIF PYMES-GRUPO 2
59;830092963;Superpolo SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;COTA-CUNDINAMARCA;"C2920 - Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques";MANUFACTURA;2246405420;143607470;2629067030;1582066100;1047000930;1941985510;157300230;2230035520;$ 1252836610;977198910;NIIF PLENAS-GRUPO 1
60;800185295;AMARILO SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;9264593640;406746350;24177331050;17451848860;6725482190;10527580570;360245230;21100261310;$ 15906904380;5193356930;NIIF PLENAS-GRUPO 1
61;890924167;CI HERMECO SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C1410 - Confección de prendas de vestir, excepto prendas de piel;MANUFACTURA;2320887010;17734230;1191721070;930297720;261423350;2358482350;11409300;1316271670;$ 1061173250;255098420;NIIF PLENAS-GRUPO 1
62;830080672;CEPSA COLOMBIA S A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;7785627990;2106296550;20693212310;3883644380;16809567930;5847382350;987730160;17355794100;$ 4045478570;13310315530;NIIF PLENAS-GRUPO 1
63;890903310;ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.S. ANDERCOL;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C2011 - Fabricación de sustancias y productos químicos básicos;MANUFACTURA;3126172780;337296950;3586871980;1480684780;2106187200;3203401140;161040490;3821249160;$ 2056621290;1764627870;NIIF PLENAS-GRUPO 1
64;811017000;INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;LA-ESTRELLA-ANTIOQUIA;C1410 - Confección de prendas de vestir, excepto prendas de piel;MANUFACTURA;6472497660;306946620;1914480040;1476580360;437899680;5558251650;312359480;2146763510;$ 895810450;1250953060;NIIF PLENAS-GRUPO 1
65;860001697;GASEOSAS LUX S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas;MANUFACTURA;7009978160;100875540;8974127540;6024141330;2949986210;6393329430;103020820;7966055930;$ 4350522570;3615533360;NIIF PLENAS-GRUPO 1
66;860001584;MECANELECTRO SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;COMERCIO;1748846340;79595570;2044053880;901551950;1142501930;1651637120;49385380;1903767060;$ 840860780;1062906280;NIIF PLENAS-GRUPO 1
67;830508017;FULLCARGA COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6190 - Otras actividades de telecomunicaciones;SERVICIOS;3288616470;508050;115571000;78597810;36973190;3957774360;-11508700;123416270;$ 86951130;36465140;NIIF PYMES-GRUPO 2
68;891856000;CAPRESOCA E.P.S.;SUPERSALUD;Otros;CASANARE;YOPAL;Q8699- Otras actividades de atencion de la salud humana;SERVICIOS;14702713764;-1400816156;2849387253;10159423823;-731003657;13410961097;-450506676;3043388395;$ 8952608809;-5909220414;REGIMEN R 414 de 2014 - CGN
69;830031757;DATA TOOLS SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7020 - Actividades de consultaría de gestión;SERVICIOS;1478229460;101681460;903192880;442977830;460215050;1239101080;95686050;757156400;$ 400687600;356468800;NIIF PYMES-GRUPO 2
70;900320612;SAP COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos;SERVICIOS;5707646290;-838620850;6362938250;7200443150;-837504900;4815043800;-411816930;4784411160;$ 4809945960;-25534800;NIIF PLENAS-GRUPO 1
71;860000898;SKN CARIBECAFE LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1061 - Trilla de café;MANUFACTURA;2931297670;-23493400;1631328550;1356443810;274884740;3737128320;-25035560;1558794560;$ 1259604110;299190450;NIIF PLENAS-GRUPO 1
72;811027319;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL BANAFRUT S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";COMERCIO;2155408410;-355740;840813960;775121150;65692810;2183409300;20788720;719179440;$ 659336140;59843300;NIIF PLENAS-GRUPO 1
73;890907163;COMPAÑIA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;BELLO-ANTIOQUIA;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;3291588930;1510150;1569516380;1316184740;253331640;3127104870;-2556360;1317570520;$ 1146093460;171477060;NIIF PLENAS-GRUPO 1
74;901009478;VIA 40 EXPRESS S A S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;3055670580;-107007410;4392718090;3976800490;415917600;1654583500;83352630;1805960430;$ 1283935420;522025010;NIIF PLENAS-GRUPO 1
75;860030808;NALCO DE COLOMBIA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2029 - Fabricación de otros productos químicos n.c.p.;MANUFACTURA;2300813980;101003660;1329988710;664641090;665347620;2195671760;189059460;1141550370;$ 545867410;595682960;NIIF PYMES-GRUPO 2
